title,company,link,c_,l_,posted_date,applications,job_modality,f_p_time,job_responsibility,job_skills,job_salary,scraped_on
Senior Behavioural Data Scientist,Harnham,https://www.linkedin.com/company/harnham/life,Harnham,"Londres, Inglaterra, Reino Unido",hace 1 mes,1 solicitud,En remotoCoincide con tus preferencias de empleo. La modalidad laboral es En remoto.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Intermedio,"Aprendizaje automático, Capacidad de análisis, Ciencia de datos, Python y Visualización de datos, Análisis predictivo, Aprendizaje profundo, Estudio de caso, Investigación y desarrollo (I+D) y Procesamiento de lenguaje natural",,2024-03-10
"Educator, Data Scientist",BrainStation,https://www.linkedin.com/company/brainstation/life,BrainStation,"Londres, Inglaterra, Reino Unido",hace 3 días,6 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Sin experiencia,"Ciencia de datos, Matplotlib, NumPy, Pandas (Software), Plotly y Seaborn, Analítica, Coloquios, Regresión logística y TensorFlow",,2024-03-10
Data Scientist,Harnham,https://www.linkedin.com/company/harnham/life,Harnham,"Gran Londres, Inglaterra, Reino Unido",Publicado de nuevo hace 1 mes,Más de 100 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Intermedio,"Python, Credit Risk Modeling Tools y TensorFlow",45.000 £/año - 55.000 £/año,2024-03-10
Data Scientist,Harnham,https://www.linkedin.com/company/harnham/life,Harnham,"Gran Londres, Inglaterra, Reino Unido",Publicado de nuevo hace 2 semanas,Más de 100 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Intermedio,"Analítica de datos, Ciencia de datos, SQL y Visualización de datos, Análisis predictivo, Aprendizaje profundo, Commercially driven, Google Cloud , Ingeniería de datos  y Procesamiento de lenguaje natural",70.000 £/año - 75.000 £/año,2024-03-10
Data Scientist,Harnham,https://www.linkedin.com/company/harnham/life,Harnham,"Londres y alrededores, Reino Unido",Publicado de nuevo hace 2 días,Más de 100 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Intermedio,"Analítica de datos, Ciencia de datos, SQL y Visualización de datos, Análisis predictivo, Aprendizaje profundo, Commercially driven, Google Cloud , Ingeniería de datos  y Procesamiento de lenguaje natural",70.000 £/año - 85.000 £/año,2024-03-10
Data Scientist - SC Cleared,Fortice,https://www.linkedin.com/company/forticeuk/life,Fortice,"Great Malvern, Inglaterra, Reino Unido",hace 3 semanas,55 solicitudes,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,Intermedio,"Aprendizaje automático, Ciencia de datos, Python y SQL, Amazon Web Services (AWS), Dirección técnica y SC Clearance",60.000 £/año - 80.000 £/año,2024-03-10
Senior Data Scientist,Harnham,https://www.linkedin.com/company/harnham/life,Harnham,"City de Londres, Inglaterra, Reino Unido",hace 3 semanas,1 solicitud,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Intermedio,"Analítica de datos, Capacidad de análisis, Ciencia de datos, Comunicación y Python, Análisis predictivo, Aprendizaje profundo, Lenguajes de programación, Procesamiento de lenguaje natural y R (Lenguaje de programación)",,2024-03-10
Senior Data Scientist,ClickJobs.io,https://www.linkedin.com/company/clickjobsio/life,ClickJobs.io,"Liverpool, Inglaterra, Reino Unido",hace 3 horas,0 solicitudes,En remotoCoincide con tus preferencias de empleo. La modalidad laboral es En remoto.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Intermedio,"Ciencia de datos y Visualización de datos, Analítica, Análisis predictivo, Aprendizaje profundo, Ciencias de la computación, Ingeniería de datos , Matemáticas, Procesamiento de lenguaje natural y R (Lenguaje de programación)",,2024-03-10
Power BI Consultant,ClickJobs.io,https://www.linkedin.com/company/clickjobsio/life,ClickJobs.io,"Southampton, Inglaterra, Reino Unido",hace 3 horas,1 solicitud,En remotoCoincide con tus preferencias de empleo. La modalidad laboral es En remoto.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Intermedio,"Analítica de datos y Visualización de datos, Establecer prioridades del trabajo, Expresiones de análisis de datos (DAX), Extraer, transformar y cargar (ETL), MicroStrategy, Panel de control, Procesamiento analítico en línea (OLAP), SQL Server Analysis Services (SSAS) y SQL Server Reporting Services (SSRS)",,2024-03-10
Founding Data Scientist,Berg Search,https://www.linkedin.com/company/berggroup/life,Berg Search,Reino Unido,hace 1 semana,Más de 100 solicitudes,En remotoCoincide con tus preferencias de empleo. La modalidad laboral es En remoto.,En remotoCoincide con tus preferencias de empleo. La modalidad laboral es En remoto.,Intermedio,"Analítica de datos, Análisis de datos estadísticos, Ciencia de datos, Python y Visualización de datos, Análisis predictivo, IP development, Ingeniería de datos , Procesamiento de lenguaje natural y Promoción de productos",70.000 £/año - 90.000 £/año,2024-03-10
Lead Data Scientist,CricViz,https://www.linkedin.com/company/cricviz/life,CricViz,"Gran Londres, Inglaterra, Reino Unido",Publicado de nuevo hace 1 semana,Más de 100 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Intermedio,"Matplotlib, NumPy, Pandas (Software), Python y Scikit-learn, Amazon Web Services (AWS), Análisis de datos deportivos, Cricket, Juegos y apuestas en línea y XGBoost",,2024-03-10
Lead Data Scientist,Harnham,https://www.linkedin.com/company/harnham/life,Harnham,"Gran Londres, Inglaterra, Reino Unido",Publicado de nuevo hace 21 horas,47 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Intermedio,"Análisis de datos estadísticos, Capacidad de análisis, Ciencia de datos y Comunicación, Analítica, Análisis predictivo, Aprendizaje profundo, Estadística, Procesamiento de lenguaje natural y Servicios profesionales",70.000 £/año - 90.000 £/año,2024-03-10
Principal Data Scientist,Aviva,https://www.linkedin.com/company/aviva-plc/life,Aviva,"Norwich, Inglaterra, Reino Unido",hace 3 semanas,66 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Intermedio,"Aprendizaje automático, Ciencia de datos y Resolución de problemas, Analítica, Gestión de partes interesadas, Investing y Liderazgo de equipos",50.000 £/año - 80.000 £/año,2024-03-10
Senior Data Scientist,Harnham,https://www.linkedin.com/company/harnham/life,Harnham,"City de Londres, Inglaterra, Reino Unido",hace 1 mes,0 solicitudes,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Intermedio,"Capacidad de análisis, Ciencia de datos, Python y Visualización de datos, Algoritmos de aprendizaje automático, Análisis predictivo, Aprendizaje profundo, Procesamiento de lenguaje natural, Sistemas de recomendación y TensorFlow",,2024-03-10
SC Cleared Senior Data Scientist,Akoni Technologies,https://www.linkedin.com/company/akoni-technologies/life,Akoni Technologies,"Reading, Inglaterra, Reino Unido",hace 6 días,16 solicitudes,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,"Bases de datos, Ciencia de datos y SQL, Análisis predictivo, Ciencias de la computación, Estadística, Matemáticas, Matemáticas aplicadas, Procesamiento de lenguaje natural y R (Lenguaje de programación)",,2024-03-10
Senior Data Scientist,Harnham,https://www.linkedin.com/company/harnham/life,Harnham,"City de Londres, Inglaterra, Reino Unido",hace 3 semanas,0 solicitudes,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Intermedio,"Analítica de datos, Capacidad de análisis, Ciencia de datos, Comunicación y Python, Análisis predictivo, Aprendizaje profundo, Lenguajes de programación, Procesamiento de lenguaje natural y R (Lenguaje de programación)",,2024-03-10
Principal Data Scientist - United Kingdom (Remote),RemoteWorker UK,https://www.linkedin.com/company/remoteworkeruk/life,RemoteWorker UK,"Londres, Inglaterra, Reino Unido",hace 4 horas,0 solicitudes,En remotoCoincide con tus preferencias de empleo. La modalidad laboral es En remoto.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Sin experiencia,"Analítica de datos, Análisis de datos estadísticos, Ciencia de datos, Pandas (Software) y Visualización de datos, Analítica, Análisis predictivo, Estadística, Ingeniería de datos  y R (Lenguaje de programación)",,2024-03-10
Lead Data Scientist,Xcede,https://www.linkedin.com/company/xcede/life,Xcede,"Londres, Inglaterra, Reino Unido",hace 1 semana,23 solicitudes,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,Intermedio,"Aprendizaje automático, Capacidad de análisis, Ciencia de datos, Python y SQL, Análisis de clústers, Análisis predictivo, Aprendizaje profundo, Procesamiento de lenguaje natural y Reconocimiento de patrones",100.000 £/año - 110.000 £/año,2024-03-10
Lead Data Scientist,Harnham,https://www.linkedin.com/company/harnham/life,Harnham,"Londres y alrededores, Reino Unido",Publicado de nuevo hace 2 días,Más de 100 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Intermedio,"Ciencia de datos, Comunicación y Visualización, Análisis predictivo, Aprendizaje profundo, Ciencias de la computación, Minería de datos, Modelos estadísticos, Procesamiento de lenguaje natural y Reconocimiento de patrones",100.000 £/año - 120.000 £/año,2024-03-10
Lead Data Scientist,ONI,https://www.linkedin.com/company/onibio/life,ONI,"Oxford, Inglaterra, Reino Unido",hace 1 semana,33 solicitudes,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Intermedio,"Aprendizaje automático, Ciencia de datos y Python, Ciencias, DevOps y Liderazgo de equipos",,2024-03-10
Senior Data Scientist,Harnham,https://www.linkedin.com/company/harnham/life,Harnham,"Birmingham, Inglaterra, Reino Unido",hace 3 semanas,0 solicitudes,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Intermedio,"Analítica de datos, Capacidad de análisis, Ciencia de datos, Comunicación y Python, Análisis predictivo, Aprendizaje profundo, Lenguajes de programación, Procesamiento de lenguaje natural y R (Lenguaje de programación)",,2024-03-10
Senior Data Scientist,Harnham,https://www.linkedin.com/company/harnham/life,Harnham,"Cambridge, Inglaterra, Reino Unido",hace 1 mes,0 solicitudes,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Intermedio,"Analítica de datos, Capacidad de análisis, Ciencia de datos, Comunicación y Python, Análisis predictivo, Aprendizaje profundo, Lenguajes de programación, Procesamiento de lenguaje natural y R (Lenguaje de programación)",,2024-03-10
Senior Data Scientist,Harnham,https://www.linkedin.com/company/harnham/life,Harnham,"Mánchester, Inglaterra, Reino Unido",hace 3 semanas,1 solicitud,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Intermedio,"Analítica de datos, Capacidad de análisis, Ciencia de datos, Comunicación y Python, Análisis predictivo, Aprendizaje profundo, Lenguajes de programación, Procesamiento de lenguaje natural y R (Lenguaje de programación)",,2024-03-10
Senior Data Scientist,Harnham,https://www.linkedin.com/company/harnham/life,Harnham,"Oxford, Inglaterra, Reino Unido",hace 1 semana,2 solicitudes,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Intermedio,"Analítica de datos, Capacidad de análisis, Ciencia de datos, Comunicación y Python, Análisis predictivo, Aprendizaje profundo, Lenguajes de programación, Procesamiento de lenguaje natural y R (Lenguaje de programación)",,2024-03-10
Principle Data Scientist/Artificial Intelligence Engineer,Capgemini,https://www.linkedin.com/company/capgemini/life,Capgemini,"Londres, Inglaterra, Reino Unido",Publicado de nuevo hace 1 mes,Más de 100 solicitudes,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Sin experiencia,Sin experiencia,"Ciencia de datos, Comunicación y Visualización de datos, Análisis estadístico, Análisis predictivo, Ciencias de la computación, Estadística, Ingeniería de datos , Presentaciones y R (Lenguaje de programación)",,2024-03-10
